Nom,Type,Téléphone Principal,Tous les Téléphones,Email Principal,Tous les Emails,Site Web,Adresse,Code Postal,Ville,Pays,Latitude,Longitude,Note,Nombre d'avis,Niveau de Prix,Ouvert Maintenant,Description,Services,Commodités,Réseaux Sociaux,Nombre de Photos,Propriétaire,Établissement Vérifié,URL Google Maps
"CMA Hauts-de-France - Antenne Formation d'Amiens IREAM","Centre de formation continue","09 72 72 72 07","","resa@cma-hautsdefrance.fr","resa@cma-hautsdefrance.fr (contact); contact@cma-hautsdefrance.fr (contact); jean.dupont@gmail.com (contact)","https://www.cma-hautsdefrance.fr/","33 Rue de Québec","","Amiens","FR","49.8703658","2.330133","3.2","50","","Non","","","","facebook: https://www.facebook.com/cma.hautsdefrance; instagram: https://www.instagram.com/cma.hautsdefrance; linkedin: https://www.linkedin.com/company/cma-hautsdefrance; twitter: https://twitter.com/cma_hdf; youtube: https://www.youtube.com/c/CMAHautsdeFrance","0","","Non","https://www.google.com/maps/place/CMA+Hauts-de-France+-+Antenne+Formation+d%27Amiens+IREAM/data=!4m7!3m6!1s0x47e785099ac5e7f1:0xb2a5a939017aedf2!8m2!3d49.8703658!4d2.330133!16s%2Fg%2F1pp2wzmdz!19sChIJ8efFmgmF50cR8u16ATmppbI?authuser=0&hl=fr&rclk=1"
"IFTLM CHU - AMIENS","Établissement d'enseignement supérieur","03 22 08 87 50","","cardiologie.secretariat@chu-amiens.fr","cardiologie.secretariat@chu-amiens.fr (contact)","https://www.chu-amiens.fr/etudiants/apres-le-bac/iftlm-institut-de-formation-de-techniciens-de-laboratoire-medical/","3 Rue des Louvels","","Amiens","FR","49.8903559","2.2936041","3.2","5","","Non","","","","facebook: https://www.facebook.com/CHUAmiensPicardie; instagram: https://www.instagram.com/chuamiens; linkedin: https://linkedin.com/company/chu-amiens-picardie; twitter: https://twitter.com/CHUAmiens; youtube: https://www.youtube.com/channel/UCUp7k3NNDR8LWaXaWaP437g","0","","Non","https://www.google.com/maps/place/IFTLM+CHU+-+AMIENS/data=!4m7!3m6!1s0x47e7854c92cb5711:0x612be1845069bcd0!8m2!3d49.8903559!4d2.2936041!16s%2Fg%2F11lm2rkbx7!19sChIJEVfLkkyF50cR0LxpUIThK2E?authuser=0&hl=fr&rclk=1"
"Cnam Hauts-de-France - Centre Amiens ( Picardie )","Établissement d'enseignement supérieur","","","","","https://www.cnam-hauts-de-france.fr/","","","Amiens","FR","49.873328","2.26387","3","90","","Non","","","","","0","","Non","https://www.google.com/maps/place/Cnam+Hauts-de-France+-+Centre+Amiens+%28+Picardie+%29/data=!4m7!3m6!1s0x47e7837f7b602d3b:0x1389aa2bfdf083e6!8m2!3d49.873328!4d2.26387!16s%2Fg%2F1vxcvr5l!19sChIJOy1ge3-D50cR5oPw_SuqiRM?authuser=0&hl=fr&rclk=1"
"Service Formation Continue Universitaire","Centre de formation continue","03 22 80 81 39","","mathieu.gautier@u-picardie.fr","mathieu.gautier@u-picardie.fr (contact); nathalie.guingand@u-picardie.fr (contact)","https://www.u-picardie.fr/sfcu/","10 Rue Frédéric Petit","","Amiens","FR","49.8921044","2.2907707","3","4","","Non","","","","facebook: https://www.facebook.com/UPJV.Univ; instagram: https://www.instagram.com/upjv_univ; linkedin: https://www.linkedin.com/school/upjv-univ","0","","Non","https://www.google.com/maps/place/Service+Formation+Continue+Universitaire/data=!4m7!3m6!1s0x47e78381d1efbe3b:0xb385e2bafec2ef9!8m2!3d49.8921044!4d2.2907707!16s%2Fg%2F1hd_mdlk5!19sChIJO77v0YGD50cR-S7sryteOAs?authuser=0&hl=fr&rclk=1"
"Point F","Centre de formation continue","03 22 92 03 53","","","","http://www.pointf.fr/","70 Rue des Jacobins","","Amiens","FR","49.8904882","2.3017981","3","1","","Non","","","","","0","","Non","https://www.google.com/maps/place/Point+F/data=!4m7!3m6!1s0x47e784408d3d54cf:0x8167d256eeaf7124!8m2!3d49.8904882!4d2.3017981!16s%2Fg%2F1vbl6xn2!19sChIJz1Q9jUCE50cRJHGv7lbSZ4E?authuser=0&hl=fr&rclk=1"
"Ecole de Sages-Femmes Michel Vitse","Centre de formation","03 22 53 36 99","","cardiologie.secretariat@chu-amiens.fr","cardiologie.secretariat@chu-amiens.fr (contact)","https://www.chu-amiens.fr/etudiants/apres-las-pass-staps/ecole-sages-femmes-michel-vitse/","3 rue les Rue des Louvels03 22 53 36 99","","Amiens","FR","49.8904087","2.2936395","2.5","2","","Non","","","","facebook: https://www.facebook.com/CHUAmiensPicardie; instagram: https://www.instagram.com/chuamiens; linkedin: https://linkedin.com/company/chu-amiens-picardie; twitter: https://twitter.com/CHUAmiens; youtube: https://www.youtube.com/channel/UCUp7k3NNDR8LWaXaWaP437g","0","","Non","https://www.google.com/maps/place/Ecole+de+Sages-Femmes+Michel+Vitse/data=!4m7!3m6!1s0x47e7845ae54d8267:0xdda4a7a2bf2aed5!8m2!3d49.8904087!4d2.2936395!16s%2Fg%2F1v2d_v4_!19sChIJZ4JN5VqE50cR1a7yK3pK2g0?authuser=0&hl=fr&rclk=1"
"Cap Formation Picardie","Centre de formation continue","03 22 72 47 62","","","","","70 Rue des Jacobins03 22 72 47 62","","Amiens","FR","49.8904947","2.3017689","2.3","4","","Non","","","","","0","","Non","https://www.google.com/maps/place/Cap+Formation+Picardie/data=!4m7!3m6!1s0x47e784464eaf1923:0xc3fec4ef8fc5035c!8m2!3d49.8904947!4d2.3017689!16s%2Fg%2F1tdn_snz!19sChIJIxmvTkaE50cRXAPFj-_E_sM?authuser=0&hl=fr&rclk=1"
"WELCOMA","Centre de formation","06 63 04 97 78","","","","http://welcoma.org/","12 Rue Frédéric Petit06 63 04 97 78","","Amiens","FR","49.8922782","2.2904359","2","1","","Non","","","","","0","","Non","https://www.google.com/maps/place/WELCOMA/data=!4m7!3m6!1s0x47e7846adf9024c3:0x979d092686bdfb45!8m2!3d49.8922782!4d2.2904359!16s%2Fg%2F11c0pjdyt0!19sChIJwySQ32qE50cRRfu9hiYJnZc?authuser=0&hl=fr&rclk=1"
"AFCI Amiens","Centre de formation","03 59 61 22 00","","siteinternetafciformation@afci-formation.fr","siteinternetafciformation@afci-formation.fr (contact); administration@afci-formation.fr (contact); administration@afci-formation.fr.article (contact)","https://www.afci-formation.fr/","","","Amiens","FR","49.8907521","2.3031945","1","2","","Non","","","","facebook: https://www.facebook.com/AFCI-Formation-Continue-180119458375; linkedin: https://www.linkedin.com/company/afci-formation","0","","Non","https://www.google.com/maps/place/AFCI+Amiens/data=!4m7!3m6!1s0x47e7856bb3adaf23:0xa965c86650f924d5!8m2!3d49.8907521!4d2.3031945!16s%2Fg%2F11p73c_q9f!19sChIJI6-ts2uF50cR1ST5UGbIZak?authuser=0&hl=fr&rclk=1"
"ID Formation","Centre d'information","","","","","","15 Rue Pierre l'Hermite","","Amiens","FR","49.8895045","2.3015413","1","1","","Non","","","","","0","","Non","https://www.google.com/maps/place/ID+Formation/data=!4m7!3m6!1s0x47e7850006405793:0x73a06f2e6accfa53!8m2!3d49.8895045!4d2.3015413!16s%2Fg%2F11vs_w3xwm!19sChIJk1dABgCF50cRU_rMai5voHM?authuser=0&hl=fr&rclk=1"
